epoch,acc,loss,val_acc,val_loss
0,0.9233706946102489,0.2777506289669704,0.9791112085434217,0.09062586447790964
1,0.9891287527081399,0.05643940152118707,0.9895086279790799,0.0483472223971791
2,0.9953298403855507,0.030932366295795113,0.9939557170148132,0.033754007148294116
3,0.9967447053101649,0.023083342089413973,0.9940496696000751,0.029629925930821983
4,0.9968607684485122,0.020543890515694097,0.9949578779242743,0.02537003383435929
5,0.9970818410929831,0.019053101117784497,0.9954276408505841,0.024728604697616438
6,0.9970044656674183,0.018460099011992012,0.9942375747705992,0.02363413565856806
7,0.9970818410929831,0.018108155711626835,0.9950831480379568,0.024702484335767026
8,0.9972863332891188,0.0173351284520545,0.9942688922990197,0.023328721827727147
9,0.997280806473007,0.017056082700612547,0.9947386552253297,0.023010423085599647
10,0.997330547818013,0.016604257343121907,0.9954276408505841,0.022783855166025945
11,0.9975903081752664,0.01622112129047818,0.9951771006232188,0.024230185966887516
12,0.9975792545430429,0.01584455982766752,0.9954589583790048,0.024103228441162455
13,0.997673210416943,0.01568767639851223,0.9958660862484733,0.02366517835819154
14,0.9975682009108193,0.015478022436218887,0.9950205129811155,0.022650415085680532
15,0.9978113808197374,0.014868966525838669,0.9946760201684883,0.02374143802467328
16,0.9978611221647433,0.014683103105116307,0.9956468635495287,0.02454425139862922
17,0.9978998098775258,0.014474272799904256,0.9948012902821709,0.023880172232737893
18,0.9979606048547552,0.01422734209948863,0.9945820675832263,0.02297564919895418
19,0.9980213998319848,0.013882285546648616,0.9952710532084807,0.022742797037668412
20,0.9980877216253261,0.013564392052282506,0.9949891954526948,0.023163359243267463
21,0.9981319361542202,0.013403621664338373,0.994613385111647,0.023022030245151405
22,0.998236945660344,0.013120308388904954,0.9944881149979644,0.02216095283185576
23,0.9982977406375735,0.012815484837912823,0.9944881149979644,0.022471201276190053
24,0.9981982579475616,0.012645898036823146,0.9950831480379568,0.02294375190967455
25,0.9983972233275854,0.01226081318771836,0.9948639253390122,0.021572772536488267
26,0.9983861696953619,0.012047008019945925,0.9950205129811155,0.022553498988177722
27,0.9984967060175974,0.012056923537317162,0.9953023707369014,0.024383409489442617
28,0.9985630278109386,0.011520763944020629,0.9944254799411231,0.023302206142384436
29,0.9985906618914976,0.011570868489883089,0.9951457830947982,0.022899000029373354
30,0.998651456868727,0.011270280653256613,0.9950205129811155,0.021317792507509467
31,0.9986625105009506,0.011134596579654751,0.9945820675832263,0.021845522326074295
32,0.9986846177653977,0.011040133657953059,0.994613385111647,0.022712681720720513
33,0.998701198213733,0.010881808317896964,0.9951144655663775,0.022811214889759245
34,0.9987675200070744,0.010561255406059261,0.9949265603958536,0.023124298174018804
35,0.9987343591104036,0.010501170167931288,0.9951144655663775,0.022622506774888217
36,0.9987841004554097,0.0102090421801268,0.9948326078105916,0.022889835218473438
37,0.998850422248751,0.010036953493026905,0.9952397356800601,0.022929498989694794
38,0.9989775390193217,0.009853333627583824,0.9946760201684883,0.022522636347382562
39,0.9988393686165274,0.009873141527749759,0.9950831480379568,0.024322320978334526
40,0.9990051730998806,0.00960094336790982,0.9943941624127024,0.02380600195378765
41,0.9988780563293098,0.009648999296739501,0.9953336882653221,0.02302559334847163
42,0.998872529513198,0.009708313071484176,0.9942688922990197,0.02562270336722443
43,0.9991101826060044,0.00916423203074677,0.9946760201684883,0.024245669093142373
44,0.9990328071804395,0.009169248312125506,0.9944567974695437,0.02273581428582535
45,0.9990549144448866,0.009043534625112114,0.9949891954526948,0.023371693266293226
46,0.9989830658354335,0.009048080171560585,0.9944567974695437,0.023894298816510607
47,0.9991986116637928,0.00873126426808282,0.9946447026400677,0.026380100241457375
48,0.9991046557898926,0.008609466899393745,0.9948326078105916,0.0235810971353276
49,0.999193084847681,0.00850466572587217,0.9948326078105916,0.022934787189365407
0,0.9273002608657205,0.36926115816584654,0.98045786226551,0.19463454461923532
1,0.9890734845470222,0.1608211343776338,0.9904168363032789,0.15040778163121088
2,0.9952856258566565,0.1335532085203063,0.9938930819579719,0.13387586348222405
3,0.99632466728567,0.1226767344816102,0.9949891954526948,0.12469433287593135
4,0.9969270902418534,0.11428206855181743,0.995615546021108,0.11633602462937384
5,0.9967612857585002,0.10669934348068466,0.9950831480379568,0.1089990957845766
6,0.9970984215413184,0.09833646438551048,0.9944254799411231,0.10224116518255845
7,0.9971923774152186,0.09004307886076715,0.9949265603958536,0.0918355057680608
8,0.9972310651280011,0.08264589318586829,0.9953963233221634,0.08549442495538814
9,0.9972421187602246,0.07642560165492251,0.9953336882653221,0.07922979377275241
10,0.9972642260246717,0.06995196479946743,0.9949891954526948,0.07273053136039626
11,0.9973029137374542,0.06441310853528324,0.9952397356800601,0.06854545438627696
12,0.9974189768758014,0.059552029764639865,0.9950518305095362,0.06390187273721389
13,0.9974742450369192,0.055184333776639165,0.9953023707369014,0.05855178398272
14,0.9973858159791308,0.05133563233277982,0.995615546021108,0.05470451705923325
15,0.9975184595658133,0.04793752629253726,0.9958034511916319,0.05241868137918493
16,0.9975129327497015,0.04500316568870319,0.994519432526385,0.05074369606110254
17,0.997623469071937,0.04218147704024875,0.9951144655663775,0.04835834332357175
18,0.9974687182208074,0.03988752767154423,0.994707337696909,0.04471241762019683
19,0.9977671662908432,0.037464273923443626,0.9948952428674329,0.042976242351308355
20,0.9977340053941726,0.035345762220765214,0.9944254799411231,0.04113694396154521
21,0.9977892735552902,0.033365930247554944,0.995521593435846,0.03884974720694377
22,0.9976676836008312,0.03182420288393575,0.9946447026400677,0.037779102183297185
23,0.9977063713136136,0.030288163787993056,0.9949265603958536,0.03606675496117638
24,0.9979053366936376,0.0289636421840785,0.9953023707369014,0.03508217831180076
25,0.9978777026130786,0.027814188336739147,0.9950831480379568,0.035363407199710886
26,0.9978555953486316,0.026849312904118443,0.9945507500548056,0.03349445182661512
27,0.9979219171419729,0.025766300776483432,0.9950518305095362,0.03349582986622495
28,0.9978169076358492,0.02493733393213103,0.9949891954526948,0.03278536565864559
29,0.9979771853030905,0.023966690782445565,0.994707337696909,0.031040666037544247
30,0.997993765751426,0.023348529846142906,0.9946447026400677,0.029751848093674156
31,0.9980324534642083,0.02243002573816436,0.9948012902821709,0.030254295073342978
32,0.9981208825219967,0.021879877886387074,0.9948952428674329,0.0301435396218399
33,0.9980324534642083,0.021291026846809717,0.9951771006232188,0.029759889608025943
34,0.9981208825219967,0.020666623278884397,0.9951771006232188,0.027374914261734096
35,0.9981043020736614,0.02035577910756139,0.9951771006232188,0.02744668546802382
36,0.998187204315338,0.01960608856653276,0.9949578779242743,0.02980806100866224
37,0.9981540434186674,0.019260220526024868,0.9950205129811155,0.026696657768289764
38,0.9982590529247911,0.018688434144036387,0.9954902759074253,0.027534956137499886
