epoch,acc,loss,val_acc,val_loss
0,0.8909851111570747,0.352057234476365,0.5961284977215381,1.467953613022108
1,0.9617259035821248,0.12960218429933013,0.583248597145332,1.7179394746221346
2,0.9771192717657373,0.08133421621397159,0.5620457198809927,2.065767184949858
3,0.9845744281159763,0.05827038706568884,0.5861484578013784,2.0373604287345795
4,0.9887501744367037,0.0450587228898065,0.5754528678492072,2.370614392788483
5,0.9915143252788303,0.03779388122616756,0.5857341919933717,2.5963266623027805
6,0.9929581244565626,0.0326572579753494,0.5798968101532783,2.752108039928642
7,0.9940852539261676,0.02906568509740884,0.5823447444733175,2.685313197874652
8,0.9946434513765019,0.02720739949141374,0.57812676533725,2.7645366367964055
9,0.9949762229354745,0.02578020601190934,0.572816630889165,2.991003142670849
10,0.9952177506789613,0.025115499028007617,0.5808383233532934,3.0527464805994224
11,0.9955451549534656,0.023836767922548265,0.5954506082175272,2.9010733704452383
12,0.9959960067413077,0.02318957798214636,0.5932286370654917,2.9595643499407287
13,0.9960013740244963,0.022599206552064925,0.5841901103453471,3.1868470780529266
14,0.9962697381839261,0.02192384194156534,0.5844913945693518,3.2655394194846963
15,0.996323411015812,0.02181395345564749,0.5835122208413362,3.28259836606951
16,0.9966132443079961,0.021341127961401654,0.573004933529168,3.350714053458217
17,0.9967957319364085,0.020848823963269106,0.5893496026814296,3.3230208636611946
18,0.9966883862726366,0.02088761812608571,0.5925507475614809,3.297075231463717
19,0.9968601393346715,0.02081308402731305,0.5895379053214326,3.348825930831877
20,0.9971499726268558,0.019943890599226098,0.5811019470492976,3.237360670472908
