epoch,acc,loss,val_acc,val_loss
0,0.8098996330194101,0.6428492055533762,0.9117158873691011,0.3132793337236438
1,0.9360823716673299,0.2333676581415404,0.9505496226424492,0.18316484022060608
2,0.9616936375292922,0.1475060537761195,0.9661457517959364,0.12834509959025744
3,0.9739465888490958,0.1056774378963671,0.9752591525476809,0.09694621806492885
4,0.9812254056683026,0.08035242390145346,0.981366070589709,0.0770171156788859
5,0.9859231993633107,0.06354104509642133,0.9851554915286086,0.06332550237028144
6,0.9893166644559402,0.05182682413337873,0.9880053866148883,0.05310199931935925
7,0.9917982048901269,0.043218421336055385,0.9898531207917071,0.04565524189648356
8,0.9933346597692002,0.03672846760343031,0.9914503147411606,0.041387251941892904
9,0.9946058274749082,0.0318742407168031,0.9924524756506217,0.03623176336428219
10,0.9953685280983331,0.028157549491096577,0.9930788262190348,0.03281970698143647
11,0.9959764778706283,0.025262559686384335,0.9935485891453446,0.030172971207551098
12,0.996352301366229,0.02295562082798405,0.9942688922990197,0.02804152188919869
13,0.9967723393907237,0.021142464226567445,0.9943941624127024,0.026155154462289488
14,0.9968497148162886,0.019736949309937944,0.9946760201684883,0.024658062109503012
15,0.9970707874607596,0.018530100907112653,0.9944254799411231,0.023719997651773985
16,0.9971371092541009,0.017634150886597446,0.9944881149979644,0.022972401491052813
17,0.9973968696113543,0.0167940532834836,0.9945820675832263,0.022038453181865533
18,0.997380289163019,0.01621537589698947,0.994613385111647,0.021325160885494365
19,0.9973360746341248,0.01569785168780284,0.9948952428674329,0.020901675428317248
20,0.9975626740947076,0.01520518164747539,0.9951771006232188,0.020625625914986765
21,0.9975682009108193,0.014860617588488513,0.9949578779242743,0.020082621538867456
22,0.9976897908652783,0.01447332835192804,0.9950831480379568,0.019568696112241695
23,0.9975903081752664,0.014211018688895396,0.995615546021108,0.019858712303831332
24,0.9977505858425079,0.013986066972867571,0.9948326078105916,0.019275298766017853
25,0.9978279612680727,0.013762882540766975,0.9952397356800601,0.01924256951474105
26,0.9977450590263961,0.013593911807192672,0.9949578779242743,0.01871724010645174
27,0.9978555953486316,0.01343615191669147,0.9951457830947982,0.018842756439411384
28,0.9977892735552902,0.013275825735108273,0.9950831480379568,0.018582574435289854
29,0.9977892735552902,0.013136804472476674,0.9952710532084807,0.01884316087108838
30,0.9979771853030905,0.012966517570179054,0.9952710532084807,0.018347486260640106
31,0.9979495512225317,0.012884223992997792,0.9953650057937428,0.01845968062045433
32,0.9978998098775258,0.012726375102985625,0.9949578779242743,0.01827557497265514
33,0.9980269266480966,0.012600543687937298,0.9954589583790048,0.01815178906973502
34,0.998065614360879,0.012485852330052083,0.9953650057937428,0.017966167459493122
35,0.9981706238670027,0.012398077188815798,0.9954276408505841,0.01825034546452551
36,0.9981319361542202,0.012279370964702063,0.9954902759074253,0.018037668918761837
37,0.9981927311314498,0.012186133989226456,0.9953650057937428,0.01784880274114528
38,0.9982424724764558,0.012139244781124416,0.9952084181516395,0.017740697539018174
39,0.9983198479020206,0.011985518920470091,0.9952710532084807,0.017785126162244147
40,0.998236945660344,0.011912016053298424,0.9954902759074253,0.018617264643487202
41,0.9983032674536853,0.011799397303627637,0.9952084181516395,0.017570947076387858
42,0.9983198479020206,0.0117235012480036,0.9953650057937428,0.017763311297832166
43,0.9983751160631383,0.011686986823371362,0.9953963233221634,0.01776178562596297
44,0.9984414378564797,0.011579525985392618,0.9954589583790048,0.017804882728516082
45,0.9984248574081444,0.011468837782880598,0.9950205129811155,0.018009011227285078
46,0.9984856523853738,0.011376173465784508,0.9953650057937428,0.017808141417367147
47,0.9985851350753858,0.011302691909539786,0.9953650057937428,0.017490606841701728
48,0.9986127691559447,0.011238989671297356,0.9955529109642667,0.017435578511220115
49,0.998651456868727,0.011134550447747913,0.9955529109642667,0.01777097184773
0,0.8013551753106071,0.7370714123060255,0.9098681532240157,0.39061010977935995
1,0.933263695450325,0.3102267194339513,0.9491716513919404,0.25701132889506045
2,0.9607706592386258,0.21997737390912697,0.9642040650338557,0.19955071296840032
3,0.9738968475040899,0.1756815036193242,0.9730982431053223,0.1680456919845908
4,0.9815791218994562,0.14944648576843783,0.9795809714883983,0.1474757445931513
5,0.9860779502144404,0.13213388521332806,0.9842159656759889,0.1328789265348302
6,0.989642746606535,0.12010249047357997,0.9872850834612132,0.12281152038706043
7,0.9917871512579034,0.11127776242211174,0.9892894052801353,0.1150054412171987
8,0.9932130698147411,0.1046384509427033,0.9908552817011681,0.1086160777631526
9,0.9944068620948844,0.09936467409608282,0.991512949798002,0.10397855541163518
10,0.9952745722244329,0.09516387936239265,0.9927343334064076,0.09962219603987134
11,0.9957940929389397,0.0916739346894924,0.9933293664464,0.09671979226175004
12,0.9962362382278817,0.08865347821818068,0.9937678118442892,0.09360448015932338
13,0.9966341689879294,0.08596589036900912,0.9940496696000751,0.0911306672889998
14,0.9967336516779414,0.08360672345699638,0.9941436221853371,0.08896454903936898
15,0.9968718220807358,0.08137610890773403,0.9943315273558611,0.08690060855557866
16,0.9970320997479772,0.07933915728147979,0.9948012902821709,0.08417894296521462
17,0.9972365919441128,0.07728724387574956,0.9949578779242743,0.08227068739343976
18,0.9972918601052306,0.07534518659216301,0.9949265603958536,0.08046954214532773
19,0.9974079232435779,0.07344074961179003,0.9949265603958536,0.07882322804680156
20,0.9973637087146836,0.07162051760597456,0.9949578779242743,0.07628617915334637
21,0.9973968696113543,0.06982400937178578,0.9949891954526948,0.07425222765335941
22,0.9974355573241367,0.06804405819716407,0.9951457830947982,0.07296196733509254
23,0.9973747623469071,0.06638784980277945,0.9950831480379568,0.0709861328907663
24,0.9975184595658133,0.06466264374711951,0.9953336882653221,0.06989648234176034
25,0.9975626740947076,0.0629931501991493,0.9950205129811155,0.06769843979277439
26,0.997623469071937,0.06139925389901504,0.9953023707369014,0.06644362338347655
27,0.9976013618074899,0.05987700233034595,0.9953023707369014,0.0642722134425686
28,0.9976511031524959,0.058356890626271134,0.9954276408505841,0.0631559135133366
29,0.9976842640491665,0.056875290388739085,0.9952084181516395,0.061373583663986826
30,0.9976400495202724,0.05543902524139455,0.9954276408505841,0.059959165311983226
31,0.9976676836008312,0.054140420866524104,0.9948952428674329,0.05911914978435006
32,0.997722951761949,0.05284444052753537,0.9951457830947982,0.05742627885906051
33,0.9978666489808551,0.05159573785250107,0.9953336882653221,0.056375786254584316
34,0.9979882389353142,0.05037791245784279,0.9952084181516395,0.05528703406532466
35,0.9977505858425079,0.04929148286917711,0.9951457830947982,0.05419514587370166
36,0.9978721757969669,0.048176068867951935,0.9952084181516395,0.05296078279307848
37,0.9978777026130786,0.04712464981709724,0.9953023707369014,0.05181048268762679
38,0.9979219171419729,0.04614116947986105,0.995521593435846,0.05094444976533256
39,0.9978721757969669,0.04517853544893139,0.9953650057937428,0.050084866078296375
40,0.997844541716408,0.04429413597140867,0.9950518305095362,0.04949331428574607
41,0.9979329707741964,0.04343344935005137,0.9953023707369014,0.048085883462306966
42,0.997993765751426,0.04254047014651013,0.9954902759074253,0.047445967598280965
43,0.9979882389353142,0.041789334743560114,0.9951144655663775,0.046600851875578685
44,0.9979992925675377,0.04099539500745321,0.995521593435846,0.046176116360322685
45,0.9980213998319848,0.04028227841445742,0.9950205129811155,0.045268862053907344
